ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
REKR,"Rekor Systems, Inc. Common Stock","Rekor Systems Inc is a United States-based company. The company is engaged in providing real-time roadway intelligence through AI-driven decisions. The firm uses artificial intelligence to analyze video streams and transform them into AI-driven decisions. The company's technology and machine learning models power all solutions, including Rekor Command for transportation management, Rekor Discover for urban mobility, and Rekor Scout for public safety, and commercial use. Its geographical segments are the United States and Others, of which the majority of its revenue comes from the United States.",0001697851,BBG00GX2L928,121734892.125,105398175.0,105400000.0,3669,"COMMUNICATIONS EQUIPMENT, NEC",https://www.rekor.ai,CS
UROY,Uranium Royalty Corp. Common Stock,"Uranium Royalty Corp is focused on gaining exposure to uranium prices by making investments in uranium interests, including royalties, streams, debt and equity investments in uranium companies, and through holdings of physical uranium. The company operates in a single segment that is the investment in a portfolio of uranium interests.",0001711570,BBG00RC86FX3,224508679.92,133636119.0,133590000.0,,,https://www.uraniumroyalty.com,CS
TDUP,ThredUp Inc. Class A Common Stock,"ThredUp Inc is an online resale platform for women and kids apparel, shoes, and accessories. It generates revenue from items that are sold to buyers through the website, mobile app and RaaS partners. Geographically, the majority of the company's revenue is generated from United States.",0001484778,BBG001PG5WQ0,265504871.22000003,116194692.0,92620000.0,5961,RETAIL-CATALOG & MAIL-ORDER HOUSES,https://www.thredup.com,CS
SPPP,Sprott Physical Platinum and Palladium Trust,"Sprott Physical Platinum & Palladium Tr invests and holds all of its assets in physical platinum and palladium bullion. The company seeks to provide a secure, convenient, and exchange-traded investment alternative for investors interested in holding physical platinum and palladium bullion without the inconvenience that is typical of a direct investment in physical bullion. The Trust invests mainly in long-term holdings of unencumbered, fully allocated, physical platinum and palladium bullion.",0001539190,BBG002DMPPR0,137026780.70000002,14348354.0,17090000.0,,,https://www.sprott.com,ETV
SPGC,"Sacks Parente Golf, Inc. Common Stock","Sacks Parente Golf Inc is a technology-forward golf company, with a growing portfolio of golf products, including putting instruments, golf shafts, golf grips, and other golf-related products. It designs, manufactures, and sells technology-forward, golf equipment, which is comprised of putting instruments, golf shafts, golf grips, and related product groups. It designs its golf products to fit golfers of all skill levels, amateur and professional. Its business segments currently include, golf putting instruments, golf shafts, and golf related products.",0001934245,BBG0193GDMX1,1453230.412,8915524.0,8920000.0,3949,"SPORTING & ATHLETIC GOODS, NEC",https://www.sacksparente.com,CS
PZG,Paramount Gold Nevada Corp.,"Paramount Gold Nevada Corp is an exploration-stage mining company. Together with its subsidiaries, it is engaged in the business of acquiring, exploring, and developing precious metal projects in the United States. Also, it explores for gold and silver. It enhances the value of projects by implementing exploration and engineering programs that are likely to expand and upgrade known mineralized material to reserves. Paramount tries to realize the value of its projects by selling its projects to producers; joint venturing its projects with other companies; or building and operating small mines on its own. Its projects include sleeper gold, grassy mountain gold, frost project; other non-material, and mineral resources.",0001629210,BBG007R13G21,23568813.52,63699496.0,65160000.0,1000,METAL MINING,https://www.paramountnevada.com,CS
VSTE,Vast Renewables Limited Ordinary Shares,"Vast Renewables Ltd is a clean, renewable energy company specializing in the design and manufacturing of concentrated solar thermal power (CSP) systems to generate carbon-free, utility-scale electricity, industrial heat, and green fuels. The Company's differentiated modular CSP system, utilizing proprietary sodium loop heat transfer technology, provides customers with a solution to the enduring challenge of intermittent renewable energy through 24/7 dispatchable power and heat.",0001964630,,14839931.3404,29973604.0,29970000.0,,,https://www.vast.energy,CS
SNES,"SenesTech, Inc. Common Stock","SenesTech Inc is a United States-based biotech platform and research company engaged in developing technology for managing animal pest populations through fertility control. The company provides its solutions to the animal market, commercial markets, and food markets. It currently has two product lines of fertility control products: ContraPest and Evolve.",0001680378,BBG002VBFQL9,2532427.8000000003,1033644.0,1030000.0,2870,AGRICULTURAL CHEMICALS,https://www.senestech.com,CS
SGN,"Signing Day Sports, Inc.","Signing Day Sports Inc is a technology company developing and operating platforms aiming to allow significantly more student-athletes to go to college and continue playing sports. Its platform Signing Day Sports is a digital ecosystem to help athletes get discovered and recruited by coaches and recruiters across the country. It currently fully supports football and baseball, and it plans to expand the Signing Day Sports platform to include additional sports.",0001898474,BBG01GNBJCX0,1669529.2075,1843765.0,1840000.0,7374,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,https://signingdaysports.com,CS
NG,NovaGold Resources Inc.,"Novagold Resources Inc is a mineral exploration company engaged in the exploration and development of mineral properties. The company owns 50% of the Donlin Gold project, which is located in southwestern Alaska, approximately 20 kilometers north of the village of Crooked Creek on the Kuskokwim River.",0001173420,BBG000D25424,1133987661.6404,334430713.0,334430000.0,1040,GOLD AND SILVER ORES,https://www.novagold.com,CS
GEVO,"Gevo, Inc.","Gevo Inc is a renewable chemicals and biofuels company engaged in the development and commercialization of alternatives to petroleum-based products based on isobutanol produced from renewable feedstocks. Its operating segments are the Gevo segment, Renewable Natural Gas Segment, and the Agri-Energy segment. By its segments, it is involved in research and development activities related to the future production of SAF, commercial opportunities for other renewable hydrocarbon products and isobutanol, including the development of its biocatalysts, and the produces-pipeline quality methane gas captured from dairy cow manure.",0001392380,BBG000P7S7L7,302850421.71999997,239407448.0,239410000.0,2860,INDUSTRIAL ORGANIC CHEMICALS,https://www.gevo.com,CS
AKTX,Akari Therapeutics plc ADR (0.01 USD),Akari Therapeutics PLC is a clinical stage biopharmaceutical company. It is focused on developing therapies for autoimmune and inflammatory diseases involving the complement component 5 (C5) and leukotriene B4 (LTB4) pathways. The company's pipelines include HSCT-TMA and Geographic Atrophy (GA).,0001541157,BBG003PMV495,23565338.792,26471960.0,49517120000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.akaritx.com,ADRC
DERM,Journey Medical Corporation Common Stock,"Journey Medical Corp is a commercial stage pharmaceutical company focused on the development and commercialization of pharmaceutical products for the treatment of dermatological conditions. The company's portfolio includes eight branded and three authorized generic prescription drugs for dermatological conditions that are marketed in the United States. Some of the group's products are Qbrexza, Accutane, Amzeeq, Exelderm and others.",0001867066,BBG00ZWVDRK2,104449680.0,20889936.0,14890000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.journeymedicalcorp.com,CS
WLGS,"Wang & Lee Group, Inc. Ordinary Shares","WANG & LEE Group Inc operates as an investment holding company. The firm conducts its primary operations through its indirectly wholly owned subsidiary WANG and LEE CONTRACTING LIMITED (WLHK). WLHK provides contract engineering, installation, and out-fitting of the following products and services: low voltage (220v/phase 1 or 380v/phase 3) electrical systems, mechanical ventilation and air-conditioning systems (MVAC), fire safety systems, and water supply and sewage disposal systems.",0001899658,,74639073.2,17357924.0,17360000.0,,,http://www.wangnlee.com.hk,CS
WW,"WW International, Inc. Common Stock","WW International Inc is a provider of weight loss solutions. The firm offers its members access to in person workshops and digital solutions as a part of its weight loss and weight management programs. Its digital app provides members access to tools such as, trackers for food, water, activity, weight, content regarding behavioral techniques for building healthy habits and other related tools. Along with its in person workshops and digital solutions, the company also provides members who medically qualify access to clinicians who can prescribe weight management medications when clinically appropriate. The company generates majority of its revenue in the form of Subscription Revenue. Geographically, the company generates key revenue from North America and rest from International markets.",0000105319,BBG000DY6735,43228565.5945,80127091.0,80130000.0,7200,SERVICES-PERSONAL SERVICES,https://corporate.ww.com,CS
ALBT,Avalon GloboCare Corp. Common Stock,"Avalon Globocare Corp is an intelligent biotech developer and healthcare service provider dedicated to promoting and empowering high-impact, transformative biotechnology, clinical applications, and healthcare facility management. The company has two reportable segments: the real property operating segment which is the key revenue driver; medical-related consulting services segment. It focuses on diagnostic and therapeutic areas like early detection of oral cancer, ovarian cancer, kidney cancer, skin regeneration and anti-fibrosis, and treatments of degenerative disorders.",0001630212,BBG008648HM7,6390250.64,1094221.0,1090000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.avalon-globocare.com,CS
ITOS,"iTeos Therapeutics, Inc. Common Stock","ITeos Therapeutics Inc is a biopharmaceutical company. It designs novel product candidates with optimized pharmacologic properties to improve clinical outcomes by restoring the immune response against cancer. The company's product candidates include EOS-850 which is an Adenosine A2A receptor-specific antagonist, and EOS-448 which is an ADCC-enabled, anti-TIGIT immune checkpoint blocking antibody among other drug candidates.",0001808865,BBG00VPNFSJ5,252632042.97,36533918.0,38190000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.iteostherapeutics.com,CS
PRSO,"Peraso, Inc. Common Stock","Peraso Inc is a fabless semiconductor company focused on the development and sale of: i) millimeter wavelength wireless technology, or mmWave, semiconductor devices and antenna modules based on its proprietary semiconductor devices and ii) performance of non-recurring engineering, or NRE, services and licensing of intellectual property, or IP. The company's primary focus is the development of mmWave, which is generally described as the frequency band from 24 Gigahertz, or GHz, to 300 GHz. Geographically the company generates revenue from the United States, Hong Kong, Taiwan, and the Rest of the World.",0000890394,BBG000BC8VG6,3213074.88,3918384.0,3830000.0,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.perasotech.com,CS
AIHS,Senmiao Technology Limited Common Stock,"Senmiao Technology Ltd is a holding company. The company's operating segment includes Automobile Transaction and Related Services focusing on the online ride-hailing industry in the People's Republic of China and Online ride-hailing platform Services through its own platform, Xixingtianxia. It generates maximum revenue from the Automobile Transaction and Related Services segment. Geographically, it derives revenue from China.",0001711012,BBG00J3Q25V9,9161212.84,10518040.0,10520000.0,7510,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),http://www.senmiaotech.com,CS
TSVT,"2seventy bio, Inc. Common Stock","2seventy bio Inc is a cell and gene therapy company focused on the research, development, and commercialization of transformative treatments for cancer. The company operates in a single segment, focusing on researching, developing and commercializing potentially transformative treatments for cancer.",0001860782,BBG00YV1J622,141868155.0,51588420.0,51590000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.2seventybio.com,CS
SNYR,Synergy CHC Corp. Common Stock,"Synergy CHC Corp is a consumer health care company. It is in the business of marketing and distributing consumer branded products through various distribution channels primarily in the health and wellness industry. The company's products include FOCUSfactor, Flat Tummy Tea, Hand MD, and Neuragen amongst others. Synergy generates the majority of its revenue from the sale of Flat Tummy Tea, which is exclusively sold online at www.flattummyco.com. Flat Tummy Tea is a uniquely formulated two-step herbal detox tea that works to naturally help speed metabolism, boost energy and reduce bloating.",0001562733,BBG003NPV9X2,30463363.0,8703818.0,8700000.0,2833,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,http://www.synergychc.com,CS
NSPR,"InspireMD, Inc.","InspireMD Inc is a United States based medical device company. It is focused on the development and commercialization of proprietary MicroNet stent platform technology for the treatment of complex vascular and coronary disease. The products of the company are the CGuard carotid Embolic Prevention System (CGuard EPS) and the MGuard Prime Embolic Protection System (MGuard Prime EPS). It generates the majority of the revenue from the sales of CGuard EPS which combines MicroNet and a self-expandable nitinol stent in a single device for use in carotid artery applications. The group operates in Italy, Germany, Russia and other countries.",0001433607,BBG000QDM9D4,74860399.81,26083763.0,26080000.0,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,https://www.inspiremd.com,CS
SCPX,"Scorpius Holdings, Inc.","Scorpius Holdings Inc is an integrated contract development and manufacturing organization (CDMO) focused on rapidly advancing biologic and cell therapy programs to the clinic and beyond. It offers a broad array of analytical testing, process development, and manufacturing services to pharmaceutical and biotech companies at its state-of-the-art facilities.",0001476963,BBG004JDZPJ8,933531.6068000001,5791139.0,5790000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.scorpiusbiologics.com,CS
BTG,B2Gold Corp.,"B2Gold Corp is an international, low-cost, senior gold mining company. It has three operating open-pit gold mines in Mali, Namibia, and the Philippines and numerous exploration projects across four continents. Other assets include the Gramalote and Kiaka gold projects. The company focuses on acquiring and developing interests in mineral properties with a primary focus on gold deposits as gold production forms all its revenue. There is no dependence on a particular purchaser because the gold is sold into various markets. The company's reportable operating segments include its mining operations and development projects, namely Fekola; Masbate; Otjikoto; the Goose Project, and other mineral properties; and corporate and other.",0001429937,BBG000V9KFD5,3477518332.232,1318040605.0,1318040000.0,,,https://www.b2gold.com,CS
PSNY,"Gores Guggenheim, Inc. Class A Common Stock","Polestar Automotive Holding UK PLC operates as an electric vehicle manufacturer. It engages in designing products that are engineered to excite consumers and drive change. Polestar defines market-leading standards in design, technology, and sustainability. Polestar was established as a premium electric car brand by Volvo Cars and Geely Holdings. Polestar has produced two electric performance cars namely Polestar 1 and Polestar 2. Geographically, it derives a majority of revenue from USA.",0001884082,BBG0147QHGX5,2416355984.94,2110354572.0,467980000.0,,,https://www.polestar.com,CS
MGLD,"The Marygold Companies, Inc.",The Marygold Companies Inc is a holding company that intends to focus on financial services. It is currently directing its investments towards financial services and the emerging Fintech space.,0001005101,BBG000BJR7D6,42741217.562,43129382.0,42140000.0,6199,FINANCE SERVICES,https://www.marygoldandco.net,CS
ERC,Allspring Multi-Sector Income Fund,,0001227073,BBG000PMWRY1,,,28070000.0,,,,FUND
PED,PEDEVCO Corp.,"PEDEVCO Corp is an oil and gas company focused on the acquisition and development of oil and natural gas assets in modern drilling and completion techniques and technologies have yet to be applied. The company focuses on legacy proved properties where there is a long production history, well-defined geology and existing infrastructure that can be leveraged when applying modern field management technologies. The current properties of the company are located in the San Andres formation of the Permian Basin situated in West Texas and eastern New Mexico (the Permian Basin) and in the Denver-Julesberg Basin (D-J Basin) in Colorado and Wyoming.",0001141197,BBG000FCV2G0,63000282.699916996,89495267.0,89500000.0,1311,CRUDE PETROLEUM & NATURAL GAS,https://www.pedevco.com,CS
DADA,Dada Nexus Limited American Depositary Shares,"Dada Nexus provides on-demand retail platform services and fulfillment services to retailers to sell their products, and online advertising and marketing services to its customers such as brand owners or their agents. It also provides last-mile, intracity and intercity delivery services to logistics companies, merchants and individuals on the Dada Now platform. The group fulfills the delivery needs of retailers on JD Now and customers on Dada Now mostly by utilizing registered riders on Dada Now. Dada's average delivery time for on-demand intracity delivery orders was within 30 minutes in 2023, faster than traditional e-commerce where delivery can take days. As of Sept. 16, 2024, JD.com owned 63.2% of Dada Nexus. Dada Nexus competes with Meituan, Ele.me, Douyin, and SF Intra-city.",0001793862,BBG00TSYD7Q3,480639116.8,259804928.0,1058150000.0,,,https://ir.imdada.cn,ADRC
AXL,"American Axle & Manufacturing Holdings, Inc.","American Axle & Mfg Holdings Inc is engaged in manufacturing, engineering, designing, and validation of driveline systems and related components and chassis modules for light trucks, SUVs, crossover vehicles, passenger cars, and commercial vehicles. The company's segment includes Driveline and Metal Forming. It generates maximum revenue from the Driveline segment.",0001062231,BBG000BPYZV2,530878341.41999996,117581028.0,117580000.0,3714,MOTOR VEHICLE PARTS & ACCESSORIES,https://www.aam.com,CS
LDI,"loanDepot, Inc.","loanDepot Inc provides nonbank consumer lending solutions for individuals in the United States. It offers personal, residential home, home refinancing, mortgage and home equity loans. It also provides online mortgage loans for refinancing and home purchases. It serves customers through distribution channels, including consumer direct centres, retail branches, wholesale centres, and consumer finance and servicing centres in the United States. It competes with commercial banks and financial institutions.",0001831631,BBG00B5Z6KK9,351302904.7476,195103246.0,98080000.0,6199,FINANCE SERVICES,https://www.loandepot.com,CS
EAD,Allspring Income Opportunities Fund,,0001210123,BBG000K5F5Z9,,,59090000.0,,,,FUND
BGS,"B&G Foods, Inc.","B&G Foods Inc is an American packaged-food manufacturer. It operate in a single industry segment and manufacture, sell and distribute a diverse portfolio of high-quality shelf-stable and frozen foods across the United States, Canada and Puerto Rico. Its products include frozen and canned vegetables, vegetable, canola and other cooking oils, vegetable shortening, cooking sprays, oatmeal and other hot cereals, fruit spreads, canned meats and beans, bagel chips, spices, seasonings, hot sauces, wine vinegar, The company's main brands are Ac'cent, B&G, B&M, Baker's Joy, Bear Creek Country Kitchens, Cary's, Cream of Rice, Cream of Wheat, Devonsheer, Don Pepino, Durkee, Emeril's, Grandma's Molasses, MacDonald's.",0001278027,BBG000RKXRQ1,633359186.3776,79138243.0,79140000.0,2000,FOOD AND KINDRED PRODUCTS,https://www.bgfoods.com,CS
OPHC,"OptimumBank Holdings, Inc.","OptimumBank Holdings Inc serves as a bank holding company for OptimumBank. The Bank provides a range of community banking services to individuals and corporate customers. Its services include demand interest-bearing and non-interest-bearing accounts, negotiable order of withdrawal account, money market deposit accounts, debit cards, and automated teller machines.",0001288855,BBG000PQV9V6,44093466.06,10090038.0,10090000.0,6021,NATIONAL COMMERCIAL BANKS,https://www.optimumbank.com,CS
LRMR,"Larimar Therapeutics, Inc. Common Stock","Larimar Therapeutics Inc is a clinical-stage biotechnology company focused on developing treatments for patients suffering from complex rare diseases using novel cell-penetrating peptide technology platform. Its lead product candidate, CTI-1601, is a subcutaneously administered, recombinant fusion protein intended to deliver human frataxin (FXN) an essential protein, to the mitochondria of patients with Friedreich's ataxia.",0001374690,BBG001J2NVH0,188867618.88,63806628.0,63810000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.larimartx.com,CS
LAES,SEALSQ Corp Ordinary Shares,"SEALSQ Corp develops certified secure microcontrollers and implements post-quantum cryptography. The company develops solutions including post-quantum microchips and devices that can be used in a variety of applications, from multi-factor authentication, home automation, and IT network infrastructure to automotive, industrial automation, and control systems. Its vaultIC range offers a complete set of ready-to-use secure elements designed to implement embedded security for any kind of device with fast time-to-market and high flexibility. The company's products include VaultIC155, VaultIV18x, VaultIC292, and VaultIC40x. The company generates a majority of its revenue from North America.",0001951222,,281453101.155,106008701.0,104510000.0,,,https://www.sealsq.com,CS
SNDL,Sundial Growers Inc. Common Shares,"SNDL Inc is a private-sector liquor and cannabis retailer in Canada with retail banners that include Ace Liquor, Wine and Beyond, Liquor Depot, Value Buds, and Spiritleaf. The principal activities of the company are the retailing of wines, beers, and spirits. It comprised four reportable segments: liquor retail, cannabis retail, cannabis operations, and investments. Liquor retail includes the sale of wines, beers, and spirits through owned liquor stores. The company generates maximum revenue from liquor retail.",0001766600,BBG00PNJJW42,403651788.24,265560387.0,265500000.0,,,https://www.sndl.com,CS
MOGO,Mogo Inc. Common Shares,"Mogo Inc is a Canadian-based financial technology company. It offers a finance application to consumers with solutions that help them to control their financial health. At Mogo, users can sign up for a free account and get access to products and solutions that help users to monitor their credit score, protect themselves from identity fraud, control their spending, and borrow responsibly. Company offers digital loans and mortgages and also offer a digital payments platform that powers next-generation card programs for both established global corporations and innovative fintech companies in Europe and Canada.",0001602842,BBG00PK930R9,22827198.9071,24281671.0,24470000.0,,,https://www.mogo.ca,CS
LTBR,Lightbridge Corp.,"Lightbridge Corp is a United States-based nuclear fuel technology company. The business activity of the firm is functioned through one business segment, which is the development and commercialization of its nuclear fuel. The Nuclear Fuel Technology segment develops next generation nuclear fuel technology that increases the power output of commercial reactors and reduces the cost of generating electricity. Geographically, its operations are functioned through the region of Unites States.",0001084554,BBG000DDGCT1,162872622.5306,20357551.0,20360000.0,8742,SERVICES-MANAGEMENT CONSULTING SERVICES,https://www.ltbridge.com,CS
CPHI,"China Pharma Holdings, Inc.","China Pharma Holding Inc is a drug manufacturing company. It is mainly engaged in the development, manufacture, and marketing of pharmaceutical products for human use in connection with a variety of high-incidence and high-mortality diseases and medical conditions prevalent in the People's Republic of China. The company mainly manufactures pharmaceutical products in the form of dry powder injectables, liquid injectables, tablets, capsules, and cephalosporin oral solutions. The product line of the company includes cefaclor dispersible tablets, clarithromycin granules, roxithromycin dispersible tablets, andrographolide tablets, ozagrel sodium for injection, gastrodin injection and others.",0001106644,BBG000MQB9Q7,4204934.4792,19253363.0,19250000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.chinapharmaholdings.com,CS
AIRJ,AirJoule Technologies Corporation Class A Common Stock,"AirJoule Technologies Corp is the developer of AirJoule, an atmospheric water harvesting technology that provides efficient and sustainable air dehumidification and pure water from air. AirJoule can also enable transformative HVAC products to help customers save money on their energy bills while reducing environmental impact.",0001855474,BBG014FPNGK5,407655104.5,55843165.0,55840000.0,3585,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,https://www.airjouletech.com,CS
WWR,"Westwater Resources, Inc.",Westwater Resources Inc focused on developing battery-grade natural graphite materials. The company is having one project which is the Westwater's coosa project which is currently used for the mining and extraction of graphite.,0000839470,BBG000C04VB0,37110431.4291,62507043.0,62510000.0,1000,METAL MINING,https://www.westwaterresources.net,CS
NIVFW,NewGenIvf Group Limited Warrants,"NewGenIvf Group Ltd is a company engaged in providing assisted reproductive services in Asia Pacific with a focus on providing fertility treatments to fulfil the dreams of building families, NewGenIvf mainly offers two services, namely first which is a in-vitro fertilization (IVF) treatment service, comprising traditional IVF and egg donation; and surrogacy and ancillary caring services.",0001981662,,,,,,,https://www.newgenivf.com,WARRANT
WLDS,Wearable Devices Ltd. Ordinary Share,"Wearable Devices Ltd develops a non-invasive Neural input interface for controlling digital devices using subtle finger movements. These digital devices include consumer electronics, smart watches, smartphones, AR glasses, VR headsets, televisions, PCs, laptop computers, drones, robots, etc. The company has completed the transition phase from research and development to commercialization of technology into B2B and B2C products. Its products include Mudra Inspire, a band for the Apple Watch that allows touchless operation and control of Apple ecosystem devices such as iPhone, Mac computer, Apple TV, and iPad, inter alia.",0001887673,,2301323.64,3486854.0,3490000.0,,,https://www.wearabledevices.co.il,CS
